"","Player","Pos","Ht","Wt","Forty","Vertical","BenchReps","BroadJump","Cone","Shuttle","AV","Round","Forty_Imputed","Vertical_Imputed","BenchReps_Imputed","BroadJump_Imputed","Cone_Imputed","Shuttle_Imputed"
"2825","Derrick Pope","OLB",71,230,4.71,NA,24,106,NA,NA,7,7,4.71,34.25,24,106,7.12,4.29
"2826","Greg Richmond","OLB",73,233,4.73,NA,17,NA,NA,NA,0,8,4.73,34.25,17,117,7.12,4.29
"2827","Daryl Smith","OLB",74,234,4.67,NA,24,NA,NA,NA,26,2,4.67,34.25,24,117,7.12,4.29
"2828","Billy Strother","OLB",72,241,4.68,33,NA,112,7.41,4.15,0,8,4.68,33,22,112,7.41,4.15
"2829","Dontarrious Thomas","OLB",74,241,4.57,38.5,26,129,NA,4,7,2,4.57,38.5,26,129,7.12,4
"2830","Deryck Toles","OLB",72,224,4.58,37,24,112,7.12,4.23,0,8,4.58,37,24,112,7.12,4.23
"2831","Daryl Towns","OLB",72,224,4.57,37,NA,112,7.15,4.25,0,8,4.57,37,22,112,7.15,4.25
"2832","Sean Tufts","OLB",76,242,4.61,34.5,21,118,6.94,3.94,1,6,4.61,34.5,21,118,6.94,3.94
"2833","Courtney Watson","OLB",73,237,4.56,36.5,22,114,7.39,4.35,7,2,4.56,36.5,22,114,7.39,4.35
"2834","D.J. Williams-01","OLB",73,250,4.55,NA,NA,NA,NA,NA,26,1,4.55,34.25,22,117,7.12,4.29
"2835","Demorrio Williams","OLB",73,232,4.52,37,16,125,7.02,4.11,16,4,4.52,37,16,125,7.02,4.11
"2836","Jordan Beck","OLB",74,233,4.6,41,25,128,7.11,4.1,2,3,4.6,41,25,128,7.11,4.1
"2837","Darryl Blackstock","OLB",75,247,4.7,39,25,126,7.05,4.29,4,3,4.7,39,25,126,7.05,4.29
"2838","Michael Boley","OLB",75,236,4.56,34,NA,113,7.08,4.12,20,5,4.56,34,22,113,7.08,4.12
"2839","Kevin Burnett","OLB",75,239,4.58,36,20,130,NA,NA,5,2,4.58,36,20,130,7.12,4.29
"2840","Ryan Claridge","OLB",74,254,4.78,NA,NA,NA,NA,NA,0,8,4.78,34.25,22,117,7.12,4.29
"2841","Trent Cole","OLB",74,236,4.7,NA,NA,NA,NA,NA,25,5,4.7,34.25,22,117,7.12,4.29
"2842","Roger Cooper","OLB",74,239,4.75,35.5,19,118,7.28,4.33,0,8,4.75,35.5,19,118,7.28,4.33
"2843","Jamar Enzor","OLB",72,243,4.75,NA,21,NA,NA,NA,0,8,4.75,34.25,21,117,7.12,4.29
"2844","Johnathan Goddard","OLB",72,238,4.67,35,27,107,7.48,4.14,0,8,4.67,35,27,107,7.48,4.14
"2845","Tyjuan Hagler","OLB",72,236,4.59,35.5,35,124,7.21,4.07,6,5,4.59,35.5,35,124,7.21,4.07
"2846","Marques Harris","OLB",73,231,4.71,40.5,22,117,7.19,4.07,5,8,4.71,40.5,22,117,7.19,4.07
"2847","Derrick Johnson-02","OLB",75,242,4.52,37.5,NA,120,7.2,3.87,22,1,4.52,37.5,22,120,7.2,3.87
"2848","Jared Newberry","OLB",73,234,4.71,NA,NA,NA,NA,NA,0,6,4.71,34.25,22,117,7.12,4.29
"2849","Kenneth Pettway","OLB",75,236,4.69,32.5,22,114,7.29,4.31,3,7,4.69,32.5,22,114,7.29,4.31
"2850","Jonathan Pollard","OLB",73,247,4.68,35,21,116,7.41,4.07,0,8,4.68,35,21,116,7.41,4.07
"2851","Cameron Wake","OLB",75,236,4.65,45.5,20,130,7.12,4.11,28,8,4.65,45.5,20,130,7.12,4.11
"2852","Rian Wallace","OLB",74,241,4.73,35.5,10,112,7.45,3.94,2,5,4.73,35.5,10,112,7.45,3.94
"2853","DeMarcus Ware","OLB",76,251,4.56,38.5,27,122,6.83,4.07,33,1,4.56,38.5,27,122,6.83,4.07
"2854","Jonathan Welsh","OLB",75,244,4.61,40.5,19,130,7.83,4.22,0,5,4.61,40.5,19,130,7.83,4.22
"2855","Cornelius Wortham","OLB",73,236,4.71,37,22,110,NA,4.38,1,7,4.71,37,22,110,7.12,4.38
"2856","Jon Alston","OLB",73,223,4.5,40,30,132,6.9,4.13,4,3,4.5,40,30,132,6.9,4.13
"2857","James Anderson","OLB",75,229,4.59,41,NA,121,6.67,4.07,4,3,4.59,41,22,121,6.67,4.07
"2858","Bobby Carpenter","OLB",74,256,4.65,NA,NA,NA,NA,NA,3,1,4.65,34.25,22,117,7.12,4.29
"2859","Keith Ellison","OLB",73,235,4.76,32.5,24,115,7.22,4.16,15,6,4.76,32.5,24,115,7.22,4.16
"2860","Omar Gaither","OLB",73,234,4.78,37,23,116,7.31,4.28,19,5,4.78,37,23,116,7.31,4.28
"2861","Chad Greenway","OLB",74,242,4.76,33.5,16,117,7,4.22,26,1,4.76,33.5,16,117,7,4.22
"2862","A.J. Hawk","OLB",73,248,4.59,40,24,115,6.82,3.96,23,1,4.59,40,24,115,6.82,3.96
"2863","Thomas Howard","OLB",75,239,4.42,39,21,124,6.96,4.28,22,2,4.42,39,21,124,6.96,4.28
"2864","Clint Ingram","OLB",74,244,4.65,41,22,NA,7.12,4.1,18,3,4.65,41,22,117,7.12,4.1
"2865","Brian Iwuh","OLB",72,234,4.66,NA,20,NA,NA,NA,4,8,4.66,34.25,20,117,7.12,4.29
"2866","Brandon Johnson","OLB",77,228,4.44,37,11,118,7.17,4.34,5,5,4.44,37,11,118,7.17,4.34
"2867","Charlton Keith","OLB",76,237,4.78,30.5,12,109,7.03,4.36,0,8,4.78,30.5,12,109,7.03,4.36
"2868","William Kershaw","OLB",75,240,4.63,37,21,111,6.95,4.17,0,8,4.63,37,21,111,6.95,4.17
"2869","Manny Lawson","OLB",77,241,4.43,39.5,23,124,6.9,4.18,11,1,4.43,39.5,23,124,6.9,4.18
"2870","Rocky McIntosh","OLB",74,237,4.62,41.5,18,119,NA,NA,18,2,4.62,41.5,18,119,7.12,4.29
"2871","Terna Nande","OLB",72,232,4.51,39,41,124,6.97,4.11,0,5,4.51,39,41,124,6.97,4.11
"2872","A.J. Nicholson","OLB",73,252,4.88,NA,25,116,7.37,4.43,0,5,4.88,34.25,25,116,7.37,4.43
"2873","DeMeco Ryans","OLB",73,236,4.65,39,23,129,7.19,4.17,24,2,4.65,39,23,129,7.19,4.17
"2874","Kevin Simon","OLB",70,235,4.89,28,26,103,7.69,4.32,0,7,4.89,28,26,103,7.69,4.32
"2875","Ernie Sims","OLB",71,231,4.5,41,25,125,7.31,4.22,18,1,4.5,41,25,125,7.31,4.22
"2876","Anthony Trucks","OLB",73,233,4.76,37,22,125,7,4.14,0,8,4.76,37,22,125,7,4.14
"2877","Cameron Vaughn","OLB",76,235,4.65,32,17,117,7.24,4.22,0,8,4.65,32,17,117,7.24,4.22
"2878","Jamar Williams","OLB",72,236,4.59,37,NA,120,7.03,4.29,3,4,4.59,37,22,120,7.03,4.29
"2879","Rufus Alexander","OLB",73,228,4.79,35,25,117,7.06,4.3,0,6,4.79,35,25,117,7.06,4.3
"2880","Antwan Barnes","OLB",73,240,4.43,35,31,122,7.29,4.32,3,4,4.43,35,31,122,7.29,4.32
"2881","Jon Beason","OLB",72,237,4.72,NA,19,111,NA,NA,39,1,4.72,34.25,19,111,7.12,4.29
"2882","Quincy Black","OLB",74,240,4.42,41.5,24,124,6.86,4.34,9,3,4.42,41.5,24,124,6.86,4.34
"2883","Stewart Bradley","OLB",76,254,4.72,35.5,28,112,7.29,4.17,17,3,4.72,35.5,28,112,7.29,4.17
"2884","Prescott Burgess","OLB",75,240,4.82,32.5,19,106,7.01,4.31,3,6,4.82,32.5,19,106,7.01,4.31
"2885","Quinton Culberson","OLB",73,236,4.77,29.5,18,113,NA,NA,5,8,4.77,29.5,18,113,7.12,4.29
"2886","Earl Everett","OLB",74,238,4.73,32,19,113,NA,NA,0,8,4.73,32,19,113,7.12,4.29
"2887","KaMichael Hall","OLB",72,228,4.77,33,NA,111,7.5,4.62,0,8,4.77,33,22,111,7.5,4.62
"2888","Nate Harris","OLB",72,230,4.6,32,26,107,7.19,4.52,0,8,4.6,32,26,107,7.19,4.52
"2889","Justin Hickman","OLB",73,254,4.75,29.5,23,115,7.06,4.43,1,8,4.75,29.5,23,115,7.06,4.43
"2890","Rory Johnson","OLB",72,232,4.59,38,19,116,NA,4.07,0,8,4.59,38,19,116,7.12,4.07
"2891","Stephen Nicholas","OLB",73,232,4.64,33.5,29,110,7.29,4.45,9,4,4.64,33.5,29,110,7.29,4.45
"2892","Sam Olajubutu","OLB",69,227,4.77,34.5,24,118,7.33,4.34,0,8,4.77,34.5,24,118,7.33,4.34
"2893","Paul Posluszny","OLB",74,238,4.7,37,22,116,6.94,4.2,16,2,4.7,37,22,116,6.94,4.2
"2894","Dallas Sartz","OLB",77,235,4.71,33.5,20,111,6.85,4.13,0,5,4.71,33.5,20,111,6.85,4.13
"2895","Tim Shaw","OLB",73,236,4.51,36.5,26,116,7.01,4.12,2,5,4.51,36.5,26,116,7.01,4.12
"2896","Juwan Simpson","OLB",74,225,4.55,34.5,15,123,7.22,4.42,0,8,4.55,34.5,15,123,7.22,4.42
"2897","Tony Taylor","OLB",72,236,4.92,32,26,108,7.17,4.36,1,8,4.92,32,26,108,7.17,4.36
"2898","Lawrence Timmons","OLB",73,234,4.66,35,25,123,6.89,4.32,13,1,4.66,35,25,123,6.89,4.32
"2899","Xavier Adibi","OLB",74,232,4.69,30,NA,110,NA,4.47,4,4,4.69,30,22,110,7.12,4.47
"2900","Cliff Avril","OLB",75,253,4.51,32.5,27,117,6.9,4.51,12,3,4.51,32.5,27,117,6.9,4.51
"2901","Kroy Biermann","OLB",75,246,4.85,31.5,29,112,7.08,4.56,12,5,4.85,31.5,29,112,7.08,4.56
"2902","Alvin Bowen","OLB",73,223,4.79,34,15,119,7.21,4.3,0,5,4.79,34,15,119,7.21,4.3
"2903","Titus Brown","OLB",74,246,4.82,NA,18,NA,NA,NA,1,8,4.82,34.25,18,117,7.12,4.29
"2904","Ezra Butler","OLB",73,245,4.65,NA,NA,NA,NA,NA,0,8,4.65,34.25,22,117,7.12,4.29
"2905","Shawn Crable","OLB",77,245,4.61,28,29,111,7.29,4.55,0,3,4.61,28,29,111,7.29,4.55
"2906","Angelo Craig","OLB",76,252,5.07,30.5,21,118,NA,NA,0,7,5.07,30.5,21,118,7.12,4.29
"2907","Bruce Davis","OLB",75,252,4.78,29,19,109,7.34,4.47,0,3,4.78,29,19,109,7.34,4.47
"2908","Jordon Dizon","OLB",72,229,4.71,30.5,NA,118,7.01,4.35,2,2,4.71,30.5,22,118,7.01,4.35
"2909","Curtis Gatewood","OLB",74,248,4.72,28.5,22,111,6.9,4.22,0,8,4.72,28.5,22,111,6.9,4.22
"2910","Larry Grant","OLB",73,235,4.76,31.5,20,113,6.77,4.22,6,7,4.76,31.5,20,113,6.77,4.22
"2911","Quentin Groves","OLB",75,259,4.53,29.5,30,120,7.31,4.42,11,2,4.53,29.5,30,120,7.31,4.42
"2912","Gary Guyton","OLB",74,245,4.47,36.5,15,126,7.07,4.42,17,8,4.47,36.5,15,126,7.07,4.42
"2913","Geno Hayes","OLB",73,226,4.64,26.5,22,116,7.22,4.48,16,6,4.64,26.5,22,116,7.22,4.48
"2914","Erin Henderson","OLB",75,244,4.73,31,23,113,7.16,4.5,1,8,4.73,31,23,113,7.16,4.5
"2915","Ali Highsmith","OLB",72,230,4.95,26.5,NA,112,7.4,4.29,2,8,4.95,26.5,22,112,7.4,4.29
"2916","Marcus Howard","OLB",72,237,4.45,34.5,27,NA,NA,NA,1,5,4.45,34.5,27,117,7.12,4.29
"2917","Mike Humpal","OLB",74,244,4.82,31,20,119,7.07,4.25,0,6,4.82,31,20,119,7.07,4.25
"2918","Robert James","OLB",70,219,4.7,NA,22,NA,NA,NA,1,5,4.7,34.25,22,117,7.12,4.29
"2919","Curtis Johnson","OLB",75,242,4.69,26,25,NA,NA,NA,1,8,4.69,26,25,117,7.12,4.29
"2920","Stanford Keglar","OLB",74,239,4.58,34,29,126,6.7,3.98,2,4,4.58,34,29,126,6.7,3.98
"2921","Bryan Kehl","OLB",74,242,4.67,34,26,119,6.88,4.23,6,4,4.67,34,26,119,6.88,4.23
"2922","Durell Mapp","OLB",73,227,4.71,NA,27,NA,NA,NA,0,8,4.71,34.25,27,117,7.12,4.29
"2923","Steve Octavien","OLB",72,238,4.67,29.5,26,118,NA,NA,1,8,4.67,29.5,26,118,7.12,4.29
"2924","Keith Rivers","OLB",74,241,4.54,NA,24,NA,NA,NA,16,1,4.54,34.25,24,117,7.12,4.29
"2925","Bryan Smith","OLB",74,231,4.74,32.5,17,120,7.22,4.4,1,3,4.74,32.5,17,120,7.22,4.4
"2926","Nick Watkins","OLB",72,223,4.77,25,17,108,7.97,4.72,0,8,4.77,25,17,108,7.97,4.72
"2927","Wesley Woodyard","OLB",72,227,4.51,30,NA,118,7.15,4.25,6,8,4.51,30,22,118,7.15,4.25
"2928","Kevin Akins","OLB",74,218,4.73,31.5,15,117,6.78,4.15,0,8,4.73,31.5,15,117,6.78,4.15
"2929","Connor Barwin","OLB",76,256,4.47,40.5,21,128,6.87,4.18,10,2,4.47,40.5,21,128,6.87,4.18
"2930","Cody Brown","OLB",74,244,4.76,36.5,26,120,7.1,4.4,0,2,4.76,36.5,26,120,7.1,4.4
"2931","Victor Butler","OLB",74,248,4.72,33,24,113,7.21,4.4,4,4,4.72,33,24,113,7.21,4.4
"2932","Jonathan Casillas","OLB",73,228,4.5,NA,24,NA,NA,NA,6,8,4.5,34.25,24,117,7.12,4.29
"2933","Aaron Curry","OLB",74,254,4.52,37,25,124,7.15,4.51,18,1,4.52,37,25,124,7.15,4.51
"2934","Brian Cushing","OLB",75,243,4.64,35,30,120,6.84,4.22,29,1,4.64,35,30,120,6.84,4.22
"2935","Kevin Ellison","OLB",73,227,4.75,NA,32,NA,NA,NA,4,6,4.75,34.25,32,117,7.12,4.29
"2936","Larry English","OLB",74,255,4.74,36,24,107,7.26,4.38,4,1,4.74,36,24,107,7.26,4.38
"2937","Moise Fokou","OLB",73,233,4.65,31,12,121,7.09,4.28,14,7,4.65,31,12,121,7.09,4.28
"2938","Zack Follett","OLB",74,236,4.69,37,NA,117,7.31,NA,2,7,4.69,37,22,117,7.31,4.29
"2939","Marcus Freeman","OLB",73,239,4.51,37,30,113,6.98,4.12,0,5,4.51,37,30,113,6.98,4.12
"2940","Cody Glenn","OLB",72,244,4.67,NA,25,NA,NA,NA,2,5,4.67,34.25,25,117,7.12,4.29
"2941","Nic Harris","OLB",74,234,4.83,31.5,15,109,7.05,4.37,5,5,4.83,31.5,15,109,7.05,4.37
"2942","Stephen Hodge","OLB",72,234,4.59,35,22,115,7.21,4.34,0,6,4.59,35,22,115,7.21,4.34
"2943","DeAndre Levy","OLB",74,236,4.56,NA,19,119,NA,NA,18,3,4.56,34.25,19,119,7.12,4.29
"2944","Kaluka Maiava","OLB",71,229,4.65,NA,30,110,6.98,4.2,6,4,4.65,34.25,30,110,6.98,4.2
"2945","Clay Matthews","OLB",75,240,4.58,35.5,23,121,6.9,4.18,40,1,4.58,35.5,23,121,6.9,4.18
"2946","Tyrone McKenzie","OLB",74,243,4.76,NA,27,112,NA,NA,1,3,4.76,34.25,27,112,7.12,4.29
"2947","Lee Robinson","OLB",74,249,4.71,32.5,24,113,7.57,4.67,0,8,4.71,32.5,24,113,7.57,4.67
"2948","Clint Sintim","OLB",75,256,4.75,34.5,NA,119,7.37,4.4,2,2,4.75,34.5,22,119,7.37,4.4
"2949","Kyle Bosworth","OLB",73,236,4.69,32.5,25,117,6.67,4.11,5,8,4.69,32.5,25,117,6.67,4.11
"2950","Navorro Bowman","OLB",72,242,4.7,29.5,26,115,6.91,4.59,34,3,4.7,29.5,26,115,6.91,4.59
"2951","Keenan Clayton","OLB",73,229,4.59,41.5,27,124,NA,NA,3,4,4.59,41.5,27,124,7.12,4.29
"2952","Justin Cole","OLB",75,242,4.76,34.5,22,117,7.13,4.42,1,8,4.76,34.5,22,117,7.13,4.42
"2953","Antonio Coleman","OLB",73,255,4.76,NA,18,113,NA,NA,0,8,4.76,34.25,18,113,7.12,4.29
"2954","Kavell Conner","OLB",72,242,4.59,33.5,24,110,7.36,4.6,15,7,4.59,33.5,24,110,7.36,4.6
"2955","Rennie Curran","OLB",71,235,4.75,34.5,25,NA,NA,NA,1,3,4.75,34.5,25,117,7.12,4.29
"2956","Dexter Davis","OLB",73,244,4.62,35,25,109,7.08,4.3,1,7,4.62,35,25,109,7.08,4.3
"2957","A.J. Edds","OLB",76,246,4.62,33,16,117,7.19,4.28,0,4,4.62,33,16,117,7.19,4.28
"2958","Junior Galette","OLB",74,257,4.77,33.5,25,113,7.04,4.16,4,8,4.77,33.5,25,113,7.04,4.16
"2959","Thaddeus Gibson","OLB",74,243,4.78,32,32,115,6.84,4.27,0,4,4.78,32,32,115,6.84,4.27
"2960","Brandon Graham","OLB",73,268,4.71,NA,31,NA,NA,NA,7,1,4.71,34.25,31,117,7.12,4.29
"2961","Jerry Hughes","OLB",74,255,4.65,34.5,26,118,6.99,4.15,5,1,4.65,34.5,26,118,6.99,4.15
"2962","Carl Ihenacho","OLB",74,255,4.86,NA,20,NA,NA,NA,0,8,4.86,34.25,20,117,7.12,4.29
"2963","Sergio Kindle","OLB",75,250,4.65,36.5,25,118,7.26,4.53,0,2,4.65,36.5,25,118,7.26,4.53
"2964","Keaton Kristick","OLB",75,234,4.7,34,16,120,6.96,4.21,0,8,4.7,34,16,120,6.96,4.21
"2965","Simoni Lawrence","OLB",72,232,4.59,40,21,123,7.3,4.43,0,8,4.59,40,21,123,7.3,4.43
"2966","Sam Maxwell","OLB",74,246,4.98,33,NA,108,7.37,4.52,0,8,4.98,33,22,108,7.37,4.52
"2967","Koa Misi","OLB",75,251,4.75,38,NA,127,7.07,4.27,18,2,4.75,38,22,127,7.07,4.27
"2968","Arthur Moats","OLB",72,246,4.64,36.5,24,122,7.22,4.37,5,6,4.64,36.5,24,122,7.22,4.37
"2969","Roddrick Muckelroy","OLB",74,246,4.68,31,19,110,7.25,4.39,2,4,4.68,31,19,110,7.25,4.39
"2970","Eric Norwood","OLB",73,245,4.71,36.5,NA,115,7.08,4.23,2,4,4.71,36.5,22,115,7.08,4.23
"2971","Perry Riley","OLB",73,239,4.69,35.5,NA,119,6.97,4.25,12,4,4.69,35.5,22,119,6.97,4.25
"2972","Ricky Sapp","OLB",76,252,4.65,34,23,114,7.29,4.41,1,5,4.65,34,23,114,7.29,4.41
"2973","O'Brien Schofield","OLB",74,221,4.63,NA,NA,NA,NA,NA,8,4,4.63,34.25,22,117,7.12,4.29
"2974","Cameron Sheffield","OLB",74,257,4.92,33,NA,115,7.23,4.53,1,5,4.92,33,22,115,7.23,4.53
"2975","Stevenson Sylvester","OLB",74,231,4.71,NA,23,NA,NA,NA,4,5,4.71,34.25,23,117,7.12,4.29
"2976","Adrian Tracy","OLB",75,248,4.76,35.5,20,110,7.08,4.34,1,6,4.76,35.5,20,110,7.08,4.34
"2977","Nate Triplett","OLB",75,250,4.7,33,20,115,7.02,4.37,0,5,4.7,33,20,115,7.02,4.37
"2978","Daryl Washington","OLB",74,230,4.58,31,17,114,NA,NA,31,2,4.58,31,17,114,7.12,4.29
"2979","Dekoda Watson","OLB",73,240,4.55,40,24,134,7.06,4.11,6,7,4.55,40,24,134,7.06,4.11
"2980","Sean Weatherspoon","OLB",73,239,4.62,40,34,123,6.99,4.38,19,1,4.62,40,34,123,6.99,4.38
"2981","Jason Worilds","OLB",73,254,4.65,38,24,114,6.95,4.29,10,2,4.65,38,24,114,6.95,4.29
"2982","Sam Acho","OLB",74,262,4.67,33.5,23,112,6.69,4.32,16,4,4.67,33.5,23,112,6.69,4.32
"2983","Akeem Ayers","OLB",74,254,4.81,31,18,116,7.49,4.28,19,2,4.81,31,18,116,7.49,4.28
"2984","Chris Carter-02","OLB",73,248,4.58,36,27,114,6.88,4.34,4,5,4.58,36,27,114,6.88,4.34
"2985","Bruce Carter","OLB",73,241,4.57,NA,25,NA,NA,NA,10,2,4.57,34.25,25,117,7.12,4.29
"2986","Wayne Daniels","OLB",72,260,5.03,25,NA,106,7.81,4.68,0,8,5.03,25,22,106,7.81,4.68
"2987","Mason Foster","OLB",73,245,4.75,31,22,110,7.14,4.45,19,3,4.75,31,22,110,7.14,4.45
"2988","Mark Herzlich","OLB",76,244,4.91,32.5,29,112,7.32,4.46,6,8,4.91,32.5,29,112,7.32,4.46
"2989","Doug Hogue","OLB",74,235,4.62,36,18,121,7.09,4.57,2,5,4.62,36,18,121,7.09,4.57
"2990","Ross Homan","OLB",73,240,4.66,35.5,32,111,7.21,4.34,0,6,4.66,35.5,32,111,7.21,4.34
"2991","Justin Houston","OLB",75,270,4.62,36.5,30,125,6.95,4.37,24,3,4.62,36.5,30,125,6.95,4.37
"2992","Jeremiha Hunter","OLB",72,239,4.77,31.5,20,116,NA,NA,0,8,4.77,31.5,20,116,7.12,4.29
"2993","Scott Lutrus","OLB",74,241,4.68,38,NA,121,6.89,4.09,0,8,4.68,38,22,121,6.89,4.09
"2994","Von Miller","OLB",75,246,4.42,37,21,126,6.7,4.06,34,1,4.42,37,21,126,6.7,4.06
"2995","Bruce Miller","OLB",73,254,4.81,31,35,113,7.05,4.34,5,7,4.81,31,35,113,7.05,4.34
"2996","Dontay Moch","OLB",73,248,4.4,42,21,128,7.09,4.38,0,3,4.4,42,21,128,7.09,4.38
"2997","Adrian Moten","OLB",74,228,4.53,31,18,114,7.05,4.21,1,8,4.53,31,18,114,7.05,4.21
"2998","Jonas Mouton","OLB",73,239,4.84,31.5,NA,115,7.08,4.34,0,2,4.84,31.5,22,115,7.08,4.34
"2999","Brooks Reed","OLB",74,263,4.65,30.5,30,113,7.11,4.28,19,2,4.65,30.5,30,113,7.11,4.28
"3000","Brian Rolle","OLB",70,229,4.53,33,28,115,6.89,4.26,6,6,4.53,33,28,115,6.89,4.26
"3001","D.J. Smith","OLB",71,239,4.71,31,20,104,7.35,4.45,6,6,4.71,31,20,104,7.35,4.45
"3002","J.T. Thomas","OLB",73,241,4.65,30.5,23,114,7.23,4.28,9,6,4.65,30.5,23,114,7.23,4.28
"3003","Lawrence Wilson","OLB",73,229,4.71,32.5,24,113,7.31,4.5,0,6,4.71,32.5,24,113,7.31,4.5
"3004","K.J. Wright","OLB",75,246,4.71,32,20,120,7.26,4.46,24,4,4.71,32,20,120,7.26,4.46
"3005","Emmanuel Acho","OLB",74,238,4.64,35.5,24,118,NA,NA,2,6,4.64,35.5,24,118,7.12,4.29
"3006","Ryan Baker","OLB",71,232,4.8,34,30,113,7.21,4.35,0,8,4.8,34,30,113,7.21,4.35
"3007","Nigel Bradham","OLB",74,241,4.56,37,24,121,7.18,4.37,14,4,4.56,37,24,121,7.18,4.37
"3008","Zach Brown","OLB",73,244,4.44,33.5,NA,116,NA,NA,14,2,4.44,33.5,22,116,7.12,4.29
"3009","Miles Burris","OLB",74,246,4.67,37.5,31,121,NA,NA,14,4,4.67,37.5,31,121,7.12,4.29
"3010","Lavonte David","OLB",73,233,4.57,36.5,19,119,7.28,4.22,29,2,4.57,36.5,19,119,7.28,4.22
"3011","Demario Davis","OLB",74,235,4.49,38.5,32,124,7.19,4.28,20,3,4.49,38.5,32,124,7.19,4.28
"3012","Darius Fleming","OLB",74,245,4.71,33.5,27,114,7.03,4.28,1,5,4.71,33.5,27,114,7.03,4.28
"3013","Melvin Ingram","OLB",73,264,4.69,34.5,28,109,6.83,4.18,7,1,4.69,34.5,28,109,6.83,4.18
"3014","Bruce Irvin","OLB",75,245,4.41,33.5,23,123,6.7,4.03,18,1,4.41,33.5,23,123,6.7,4.03
"3015","Steven Johnson","OLB",72,239,4.71,36,16,113,7.32,4.38,6,8,4.71,36,16,113,7.32,4.38
"3016","Josh Kaddu","OLB",75,239,4.67,34,20,119,NA,NA,0,5,4.67,34,20,119,7.12,4.29
"3017","Travis Lewis","OLB",73,246,4.83,36,22,122,NA,NA,2,7,4.83,36,22,122,7.12,4.29
"3018","Ronnell Lewis","OLB",74,253,4.65,31,36,112,7.09,4.4,0,4,4.65,31,36,112,7.09,4.4
"3019","Brandon Lindsey","OLB",74,254,4.85,33,23,117,7.36,4.28,0,8,4.85,33,23,117,7.36,4.28
"3020","Terrell Manning","OLB",74,237,4.71,32.5,22,114,7.18,4.43,0,5,4.71,32.5,22,114,7.18,4.43
"3021","Brandon Marshall-02","OLB",73,242,4.72,30.5,28,108,7.05,4.09,7,5,4.72,30.5,28,108,7.05,4.09
"3022","Jonathan Massaquoi","OLB",74,264,4.81,33.5,20,120,7.38,4.53,6,5,4.81,33.5,20,120,7.38,4.53
"3023","Shea McClellin","OLB",75,260,4.62,31.5,19,118,7.07,4.33,9,1,4.62,31.5,19,118,7.07,4.33
"3024","Tyler Nielsen","OLB",75,238,4.63,NA,21,NA,7.27,4.31,0,8,4.63,34.25,21,117,7.27,4.31
"3025","Sean Spence","OLB",71,231,4.66,33.5,12,119,7.46,4.28,7,3,4.66,33.5,12,119,7.46,4.28
"3026","Nathan Stupar","OLB",74,241,4.65,31,21,116,6.84,4.28,1,7,4.65,31,21,116,6.84,4.28
"3027","Danny Trevathan","OLB",72,237,4.84,31.5,18,111,NA,NA,12,6,4.84,31.5,18,111,7.12,4.29
"3028","Tahir Whitehead","OLB",73,233,4.62,37,21,124,7.14,4.37,10,5,4.62,37,21,124,7.14,4.37
"3029","Kyle Wilber","OLB",76,249,4.73,33.5,25,117,7.11,4.31,7,4,4.73,33.5,25,117,7.11,4.31
"3030","Jon Bostic","OLB",73,245,4.59,32.5,22,118,6.99,4.24,8,2,4.59,32.5,22,118,6.99,4.24
"3031","Arthur Brown","OLB",72,241,4.62,NA,NA,116,NA,NA,2,2,4.62,34.25,22,116,7.12,4.29
"3032","Jamie Collins","OLB",75,250,4.64,41.5,19,139,7.1,4.32,26,2,4.64,41.5,19,139,7.1,4.32
"3033","Zaviar Gooden","OLB",73,234,4.47,34,27,131,6.71,4.18,3,3,4.47,34,27,131,6.71,4.18
"3034","Khaseem Greene","OLB",73,241,4.71,30,17,116,7.58,4.2,3,4,4.71,30,17,116,7.58,4.2
"3035","Gerald Hodges","OLB",73,243,4.78,NA,22,119,NA,NA,10,4,4.78,34.25,22,119,7.12,4.29
"3036","DeVonte Holloman","OLB",73,243,4.76,33,15,113,7.3,4.26,1,6,4.76,33,15,113,7.3,4.26
"3037","Jarvis Jones","OLB",74,245,4.74,NA,NA,NA,NA,NA,14,1,4.74,34.25,22,117,7.12,4.29
"3038","Dion Jordan","OLB",78,248,4.54,32.5,NA,122,7.02,4.35,4,1,4.54,32.5,22,122,7.02,4.35
"3039","Jake Knott","OLB",74,243,4.84,NA,NA,NA,NA,NA,1,8,4.84,34.25,22,117,7.12,4.29
"3040","John Lotulelei","OLB",71,233,4.84,35.5,25,117,6.91,4.3,1,8,4.84,35.5,25,117,6.91,4.3
"3041","Brandon Magee","OLB",71,223,4.74,NA,NA,114,NA,NA,2,8,4.74,34.25,22,114,7.12,4.29
"3042","Michael Mauti","OLB",74,243,4.83,NA,28,NA,NA,NA,3,7,4.83,34.25,28,117,7.12,4.29
"3043","Lerentee McCray","OLB",74,250,4.74,NA,NA,NA,NA,NA,3,8,4.74,34.25,22,117,7.12,4.29
"3044","Barkevious Mingo","OLB",76,241,4.58,37,NA,128,6.84,4.39,11,1,4.58,37,22,128,6.84,4.39
"3045","Nick Moody","OLB",73,236,4.71,NA,17,118,NA,NA,2,6,4.71,34.25,17,118,7.12,4.29
"3046","Sio Moore","OLB",73,245,4.65,38,29,127,7.49,4.31,12,3,4.65,38,29,127,7.49,4.31
